"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Milestone","Date Opened","Project","QA Buddy","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases"
"Bug","36969","Firstlook Tools: FL Search and Acquisition - ""Profile"" and ""Update"" Links Broken JavaScript","0","Low","Bill Rogalla","chromeremediation","Undecided","06/23/16 08:02 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","36970","Firstlook Tools: FL Search and Acquisition - ""Always"" Link Broken JavaScript","0","Low","Bill Rogalla","chromeremediation","Undecided","06/23/16 08:25 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","36988","Firstlook Tools: FL Search and Acquisition - ""Update Results"" Button Broken JavaScript","0","Low","Bill Rogalla","chromeremediation","Undecided","06/24/16 02:36 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","36989","Firstlook Tools: FL Search and Acquisition - All Column Sorts Fail - JavaScript Broken","0","Low","Bill Rogalla","chromeremediation","Undecided","06/24/16 03:04 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","36990","Firstlook Tools: FL Search and Acquisition - Overlapping Page Elements","0","Low","Bill Rogalla","chromeremediation","Undecided","06/24/16 03:28 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Internal Defect","37001","MAX Merchandising - Excessive Page Load Times","0","High","V-MAX-PRODUCT","","Undecided","06/27/16 02:39 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","37006","Digital Showroom: Price vs. Market - Logo Text Missing","0","Low","Bill Rogalla","","Undecided","06/27/16 04:49 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Internal Task","37007","Digital Showroom: Customer Info and Internal Mapping Exposed to Public","0","Low","V-MAX-Engineers","","Undecided","06/27/16 05:22 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","37016","New Car [Profit Max]:Show Pricing History does not shows all the latest updated internet price on Profit Max page.","0","Medium","Bill Rogalla","","Undecided","06/28/16 02:28 PM","002:FLM","","Shailesh Panchal","","","0","","0","0","","",""
"Bug","37021","Pricing Summary: Report defaults to Current Inventory by: All","0","Low","V-MAX-PRODUCT","","Undecided","06/28/16 07:05 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","37023","Pricing Summary: Empty yellow price comparison","0","Medium","Bill Rogalla","","Undecided","06/28/16 08:17 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Project","37058","Stop asking me that","0","Medium","V-MAX-Architect","","Undecided","06/30/16 08:30 PM","002:FLM","","J. Travis Huber","","","0","","0","0","","",""
"Feature","37080","ProfitMAX for NEW Vehicles-Individual Vehicle Access","0","Medium","Bill Rogalla","","Undecided","07/05/16 03:54 PM","002:FLM","","Bill Rogalla","","","0","","0","0","","",""
"Bug","37089","SF:173109, Profit MAX Concern- Market Listings Accuracy","0","Medium","Bill Rogalla","","Undecided","07/05/16 10:30 PM","002:FLM","","Dan Webster","173109","","0","","0","0","","",""
"Bug","37106","SF:173181, Profit Max Issue - Market Listings Showing Diesel When Unit is NOT Diesel","0","Medium","Bill Rogalla","","Undecided","07/06/16 10:26 PM","002:FLM","","Dan Webster","173181","","0","","0","0","","",""
"Bug","37112","SF:173798, Profit Max Appraisal - Cannot Pull Carfax -  Appraisal Error Message","0","Medium","V-MAX-PRODUCT","java","Undecided","07/07/16 02:59 PM","002:FLM","","Dan Webster","173798","","0","","0","0","","",""
"Feature","37146","Herb Chambers Group Market Avg Pricing Enhancement Parent Case","0","Medium","V-MAX-PRODUCT","","Undecided","07/12/16 06:05 PM","002:FLM","","Bill Rogalla","","","0","","0","0","","",""
"Bug","37198","SF:174108, Mobile Appraiser Issue - Unable to Select Manheim Trim as Salesperson","0","Medium","Bill Rogalla","","Undecided","07/19/16 05:25 AM","002:FLM","","Dan Webster","174108","","0","","0","0","","",""
"Bug","37207","SF:174859, MAX Ad Issue - Colors and Packages Not Displaying","0","Medium","V-MAX-Triage","","Undecided","07/19/16 07:25 PM","002:FLM","","Dan Webster","174859","","0","","0","0","","",""
"Bug","37220","SF:175509, Profit Max Showing Wrong Results - Showing Gas Engines in Diesel Search","0","Medium","Bill Rogalla","","Undecided","07/19/16 10:17 PM","002:FLM","","Dan Webster","175509","","0","","0","0","","",""
"Bug","37250","Campaigns showing 1 of 0 vehicles ","0","Low","Bill Rogalla","","Undecided","07/21/16 06:27 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Task","37256","Digital Showroom: Secure Content Delivery - Update Dealer Logo Path","0","Low","Bill Rogalla","","Undecided","07/21/16 09:22 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","37266","Max: Selling Web Service - Failing Integration Tests","0","Low","Bill Rogalla","","Undecided","07/22/16 04:13 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","37375","FirstLook Flash Locator : Data Processing Problem","0","Ground Level","V-MAX-PRODUCT","","Undecided","08/03/16 03:26 PM","002:FLM","","Abhishek Kumar","","","0","","0","0","","",""
"Bug","37431","NCP: Subquery returns more than one value for dealer that does not have new car pricing turned on","0","Low","Bill Rogalla","","Undecided","08/10/16 04:26 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Bug","37451","SF:178448, Nissan Rogue SV's - Autopulling Incorrect Info / Packages","0","Medium","V-MAX-Triage","","Undecided","08/11/16 07:36 PM","002:FLM","","Dan Webster","178448","","0","","0","0","","",""
"Task","37458","clean up SQS in production AWS","0","Low","Bill Rogalla","","Undecided","08/12/16 06:46 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Internal Task","37467","Autoloader - loading Chrome options needs to be more robust","0","High","V-MAX-Architect","","Undecided","08/15/16 07:31 PM","002:FLM","","James Daniel","","","0","","0","0","","",""
"Bug","37545","Within ProfitMAX - Prevent Approval if Price < $200 AND > $0","0","Medium","V-MAX-PRODUCT","","Undecided","08/22/16 09:28 PM","002:FLM","","Bill Rogalla","","","0","","0","0","","",""
"Internal Defect","37556","MAX - ChromeIncentiveMigrationTask errors","0","Medium","Daniel Hillis","","Undecided","08/24/16 03:12 PM","002:FLM","","Daniel Hillis","","","0","","16","16","","",""
"Bug","37559","SF:181663, Vehicle Not Showing /Searchable on DSR","0","Medium","V-MAX-Triage","","Undecided","08/24/16 07:40 PM","002:FLM","","Dan Webster","181663","","0","","0","0","","",""
"Internal Defect","37580","AllAppraisal cachwarmer not doing its job (Appraisal Manager slowness)","0","High","V-MAX-Engineers","","Undecided","08/27/16 03:21 PM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Internal Task","37586","Profile FL Services","0","Medium","J. Travis Huber","","Undecided","08/29/16 09:30 PM","002:FLM","","J. Travis Huber","","","0","","13","13","","",""
"Bug","37587","SF:182557, Profit Max - Market Listings Concerns - Too Few Results - WP0AB2A97ES122695 ","0","Medium","V-MAX-PRODUCT","","Undecided","08/30/16 05:59 PM","002:FLM","","Dan Webster","182557","","0","","0","0","","",""
"Task","37602","SNS notification to look for options no longer valid and strip them out of the VO table and and reapprove ad, etc.","0","Medium","V-MAX-Architect","","Undecided","09/01/16 04:05 PM","002:FLM","","Michelle C Clay","","","0","","0","0","","",""
"Bug","37620","SF:183451, HAG Command Center - Redistribution Overview Report - Slow to load","0","Medium","V-MAX-Triage","","Undecided","09/06/16 10:20 PM","002:FLM","","Dan Webster","183451","","0","","0","0","","",""
"Bug","37637","Slow Load times in MAX - Approving, Between Vehicles, Appraisals","0","Medium","Bill Rogalla","","Undecided","09/08/16 04:55 PM","002:FLM","","Help Desk Support","184314","","1","","0","0","","",""
"Internal Task","37654","Reduce the repetitive calls for ManufacturerEnabledPackages by ManufacturerName","0","Medium","V-MAX-Engineers","","Undecided","09/13/16 10:35 AM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Task","37661","CI on Invoice Cost: FL Admin changes UI and backend","5","Medium","V-MAX-PRODUCT","","Undecided","09/14/16 05:00 PM","002:FLM","","Michelle C Clay","","","0","","2","0","","",""
"Task","37662","CI on Invoice Cost: Changes for handling MSRP and Invoice Cost scenario","0","Medium","V-MAX-PRODUCT","","Undecided","09/14/16 05:01 PM","002:FLM","","Michelle C Clay","","","0","","0","0","","",""
"Task","37663","CI on Invoice Cost: New Car Overview UI","8","Medium","V-MAX-PRODUCT","","Undecided","09/14/16 05:01 PM","002:FLM","","Michelle C Clay","","","0","","19","19","","",""
"Task","37664","CI on Invoice Cost: Pricing Campaign UI","8","Medium","V-MAX-PRODUCT","","Undecided","09/14/16 05:01 PM","002:FLM","","Michelle C Clay","","","0","","23","23","","",""
"Task","37665","CI on Invoice Cost: Profit MAX UI","1","Medium","Karun Prasad","","Undecided","09/14/16 05:01 PM","002:FLM","","Michelle C Clay","","","0","","0","0","","",""
"Task","37666","CI on Invoice Cost:  ApplyDiscountTask calculation","21","Medium","Karun Prasad","","Undecided","09/14/16 05:02 PM","002:FLM","","Michelle C Clay","","","0","","32","32","","",""
"Internal Task","37693","Deactivate old users","0","Medium","V-MAX-Engineers","","Undecided","09/16/16 06:09 PM","002:FLM","","J. Travis Huber","","","0","","0","0","","",""
"Bug","37706","SF:185341,	Pricing History for Retail Inventory Sold (DMS)  - Export to Excel - Error Message","0","Medium","Bill Rogalla","","Undecided","09/19/16 03:32 PM","002:FLM","","Dan Webster","185341","","0","","0","0","","",""
"Bug","37716","INT-B(New Cars) : Unable to unlock the vehicle on equipment screen. ","0","Low","V-MAX-PRODUCT","","Undecided","09/20/16 02:44 PM","002:FLM","","Abhishek Kumar","","","0","","0","0","","",""
"Task","37718","Profile the Approval Summary page","0","Medium","V-MAX-Engineers","","Undecided","09/20/16 03:39 PM","002:FLM","","Troy Hemstreet","","","0","","0","0","","","37790,"
"Task","37723","Create Delayed queue ","0","Medium","V-MAX-Engineers","","Undecided","09/20/16 10:38 PM","002:FLM","","J. Travis Huber","","","0","","0","0","","",""
"Bug","37729","SF:186354, M4W / DSR Showing Values Under KBB Threshold","0","Medium","V-MAX-PRODUCT","","Undecided","09/21/16 07:34 PM","002:FLM","","Dan Webster","186354","","0","","0","0","","",""
"Bug","37740"," ADD to Cost :When  Market listing Value is less than 5,% of Market value displayed wrongly.","0","Medium","V-MAX-PRODUCT","","Undecided","09/22/16 02:51 PM","002:FLM","","Abhishek Kumar","","","0","","0","0","","",""
"Bug","37768","Group DSR: Select Group drop-down and Edit button are duplicating action","0","Medium","V-MAX-PRODUCT","","Undecided","09/28/16 03:58 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Feature","37769","Enhancement Request-More DSR Information per Vehicle Detailed Description","0","Medium","V-MAX-PRODUCT","","Undecided","09/28/16 06:11 PM","002:FLM","","Bill Rogalla","186144","","0","","0","0","","",""
"Bug","37770","Profit Max: Long model name makes the car info slide down","0","Medium","V-MAX-PRODUCT","","Undecided","09/28/16 08:04 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Project","37774","Revisit Autoload status and processing","0","Medium","V-MAX-PRODUCT","","Undecided","09/28/16 09:18 PM","002:FLM","","Michelle C Clay","","","0","","0","0","","",""
"Task","37790","Improve Performance of the Approval Summary Page - ApprovalSummary.Page_Load","0","Medium","V-MAX-Triage","","Undecided","09/29/16 10:25 PM","002:FLM","","Troy Hemstreet","","","0","","0","0","","",""
"Bug","37804","Max: Dashboard - Tab Rendering Problem","0","Low","V-MAX-PRODUCT","","Undecided","10/04/16 02:28 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Task","37817"," CI on Invoice Cost:  FL service change to return saved setting for MSRP/ Invoice cost","0","Medium","V-MAX-PRODUCT","","Undecided","10/04/16 04:16 PM","002:FLM","","Lokesh Shastri","","","0","","0","0","","",""
"Bug","37825","Max: Showroom - Database Data Mismatch","0","High","V-MAX-PRODUCT","","Undecided","10/04/16 07:26 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","37837","SF:188541, Profit Max Pricing Summary Will Not Load","0","Medium","V-MAX-Triage","","Undecided","10/05/16 09:09 PM","002:FLM","","Dan Webster","188541","","0","","0","0","","",""
"Bug","37838","SF:188467, Max Merchandising Market Listings Not Saving After Editing","0","Medium","V-MAX-PRODUCT","","Undecided","10/05/16 10:01 PM","002:FLM","","Dan Webster","188467","","0","","0","0","","",""
"Bug","37869","SF:188812, Mercedes SL63 Porsche Chandler Displaying incorrectly on website","0","Medium","V-MAX-PRODUCT","","Undecided","10/11/16 04:59 AM","002:FLM","","Dan Webster","188812","","0","","0","0","","",""
"Feature","37905","SF:190191, Don Thornton Cadillac - Customer Lead Email Change Request","0","Medium","V-MAX-PRODUCT","","Undecided","10/14/16 04:02 PM","002:FLM","","Dan Webster","190191","","0","","0","0","","",""
"Bug","37911","Calling the MaxAnalyticsClient for CTR graph in various areas of the application","0","Medium","V-MAX-PRODUCT","","Undecided","10/14/16 06:22 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Bug","37916","Group DSR: Form validations does not clear on auto post back","0","Low","V-MAX-PRODUCT","CD","Undecided","10/17/16 04:15 PM","002:FLM","","Deepa Ravishankar","","","0","","0","0","","",""
"Bug","37938","Digital Showroom: Dealer-Search Using BuCode is Broken","0","Medium","V-MAX-PRODUCT","","Undecided","10/19/16 11:06 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Task","37940","CARFAX Snapshot in FL","0","Medium","V-MAX-PRODUCT","CARFAX_Snapshot","Undecided","10/20/16 02:46 PM","002:FLM","","Kara Korte","","","0","","0","0","","",""
"Project","37953","Make VDS Greater","0","Medium","V-MAX-PRODUCT","","Undecided","10/21/16 07:31 PM","002:FLM","","J. Travis Huber","","","0","","0","0","","","37467,"
"Feature","37979","Add extra ""DONE"" button on DSR Filter view","0","Medium","V-MAX-PRODUCT","","Undecided","10/26/16 08:13 PM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Feature","37980","DSR: add ""DONE"" button at the bottom of the filter view","0","Medium","V-MAX-PRODUCT","","Undecided","10/26/16 08:25 PM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Bug","38009","Group STD: For only positive values the y-axis $0 is displayed in middle of the graph","0","Medium","V-MAX-PRODUCT","EXSPROD","Undecided","11/02/16 04:29 PM","002:FLM","","Monisha Lakshamana","","","0","","0","0","","",""
"Bug","38010","Group DSR: Group Appears in Showroom, But Not Group DSR Setup","0","Ground Level","V-MAX-PRODUCT","","Undecided","11/02/16 06:50 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","38014","Group DSR: Use Standard BusinessUnit Name to Populate 'Select Dealers' List","0","High","V-MAX-PRODUCT","","Undecided","11/03/16 02:59 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","38029","Active Inventory Document publishing errors saying car is inactive","0","Medium","V-MAX-PRODUCT","","Undecided","11/07/16 05:22 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Bug","38057","SF:193765, Performance Management Reports Are Not Loading / Extremely Slow","0","Medium","V-MAX-PRODUCT","","Undecided","11/10/16 08:14 PM","002:FLM","","Dan Webster","193765","","0","","0","0","","",""
"Bug","38060","SF:194116, Action Plans Duplicating Vehicles in Selected Reports","0","Medium","Bill Rogalla","java","Undecided","11/10/16 10:55 PM","002:FLM","","Dan Webster","194116","","0","","0","0","","",""
"Bug","38077","Digital Showroom: 403 Forbidden Error -  S3 AutoUplink Images","0","High","V-MAX-PRODUCT","","Undecided","11/11/16 10:46 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","38084","SF:195221, Export Water Report to Excel - Timing out in IE","0","Medium","V-MAX-PRODUCT","","Undecided","11/14/16 10:21 PM","002:FLM","","Dan Webster","195221","","0","","0","0","","",""
"Bug","38095","SF:195614, Customer Information / Offer Info. Not Saving","0","Medium","Akshai Rathore","","Undecided","11/16/16 10:22 PM","002:FLM","","Dan Webster","195614","","0","","0","0","","",""
"Bug","38154","SF:196159, Update to Buyers Guides -  FTC Required Updates","0","Medium","V-MAX-PRODUCT","","Undecided","11/29/16 07:53 PM","002:FLM","","Dan Webster","196159","","0","","0","0","","",""
"Bug","38165","SF:197395, Profit Max - Market Listing Issue - Sold Units Appearing in Active Listings","0","Medium","V-MAX-PRODUCT","","Undecided","12/01/16 05:31 AM","002:FLM","","Dan Webster","197395","","0","","0","0","","",""
"Bug","38166","Profit Max New: Reprice the vehicle, the lock is displayed only when page is refreshed","0","Medium","V-MAX-PRODUCT","","Undecided","12/01/16 11:12 AM","002:FLM","","Monisha Lakshamana","","","0","","0","0","","",""
"Bug","38167","Total Inventory Report : columns trimmed on Print preview page","0","Medium","Akshai Rathore","EXSPROD","Undecided","12/01/16 12:22 PM","002:FLM","","Deepa Ravishankar","","","0","","0","0","","",""
"Task","38172","Not setting Email Bounced to 1 when it fails in AutoApprove table, but should it?","0","Medium","Bill Rogalla","","Undecided","12/01/16 08:32 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Bug","38177","SF:197620, Inaccurate Market Listings Data Showing | Certified Units on Non OEM Dealerships- Hendrick Motors of Charlotte","0","Medium","V-MAX-PRODUCT","","Undecided","12/02/16 08:35 PM","002:FLM","","Dan Webster","197620","","0","","0","0","","",""
"Bug","38185","SF:197562, Rick Hendrick City Chevrolet - Wholesale Breakdown Report - Bad Format","0","Medium","V-MAX-Triage","","Undecided","12/06/16 04:26 PM","002:FLM","","Dan Webster","197562","","0","","0","0","","",""
"Bug","38187","SF:197914, Photos Not Transferring with the Vehicle to New Location - Kenny Ross Auto Group","0","Medium","V-MAX-PRODUCT","","Undecided","12/06/16 04:44 PM","002:FLM","","Dan Webster","197914","","0","","0","0","","",""
"Bug","38276","SF:199074, TMV Issue-- Unable to Update TMV Values in eStock Card","0","Medium","Akshai Rathore","","Undecided","12/16/16 09:00 PM","002:FLM","","Dan Webster","199074","","0","","0","0","","",""
"Bug","38288","SF:199908, DSR Stores Have Access to non-DSR Stop the Drop Reports","0","Medium","V-MAX-PRODUCT","","Undecided","12/20/16 04:31 PM","002:FLM","","Dan Webster","199908","","0","","0","0","","",""
"Internal Task","38294","Improve SearchOlderTradesReport functionality/implementation","0","Medium","V-MAX-Engineers","","Undecided","12/22/16 05:15 PM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Internal Task","38301","reduce Market.Pricing.NewGetEdmundsTMVValueByVehicle execution count","0","Medium","V-MAX-Engineers","","Undecided","12/22/16 08:31 PM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Bug","38313","SF:200510, Retail Pricing Margin Report not showing % of Market Avg","0","Medium","V-MAX-PRODUCT","","Undecided","12/23/16 04:08 PM","002:FLM","","Dan Webster","200510","","0","","0","0","","",""
"Bug","38316","SF:200719, Tablet Issues - Can't Download MAX Mobile App - Samsung Galaxy Tab S2","0","Medium","V-MAX-PRODUCT","","Undecided","12/23/16 04:43 PM","002:FLM","","Dan Webster","200719","","0","","0","0","","",""
"Bug","38351","SF:200597, Max for Website - FCA Compliance Issue - Len Stoler CDJR","0","Medium","V-MAX-PRODUCT","","Undecided","01/03/17 07:57 PM","002:FLM","","Dan Webster","200597","","0","","0","0","","",""
"Bug","38353","SF:202366, 1HGCR2F89DA132784  -NAAA Tile Missing","0","Medium","V-MAX-PRODUCT","","Undecided","01/03/17 10:28 PM","002:FLM","","Michael Morales","202366","","0","","0","0","","",""
"Bug","38363","SF:202609, MB Autoload not loading all packages","0","Medium","V-MAX-PRODUCT","","Undecided","01/04/17 10:48 PM","002:FLM","","Michael Morales","","","0","","0","0","","",""
"Bug","38959","SF:219624, Market Listings Showing Wrong Dealershp","0","Medium","App Support","","Undecided","04/07/17 09:16 PM","002:FLM","","Michael Morales","219624","","0","Bill Rogalla","0","0","04/26/17 06:10 PM","",""
"Bug","39035","SF:222464, MB Enhanced Decoding Issue - CoPilot","0","Medium","V-MAX-PRODUCT","","Undecided","04/24/17 03:23 PM","002:FLM","","Michael Morales","222464","","0","Michaela Baker","0","0","04/26/17 03:31 PM","",""
"Bug","39002","SF:221864, Inaccurate Price In Market Listing","0","Medium","V-MAX-PRODUCT","","Undecided","04/18/17 07:42 PM","002:FLM","","Michael Morales","221864","","0","Michaela Baker","0","0","04/26/17 03:29 PM","",""
"Bug","39040","SF:222765, 12 New Volkswagens Not Autoloading ","0","Medium","App Support","","Undecided","04/24/17 04:30 PM","002:FLM","","Michael Morales","222765","","0","Christopher Norton","0","0","04/26/17 02:50 PM","",""
"Internal Task","38937","InputFilesProcessor : stop writing to StatHat?","0","Medium","V-MAX-DATA-Engineers","","Undecided","04/06/17 03:10 PM","002:FLM","","Dave Speer","","","0","Dave Speer","0","0","04/26/17 02:47 PM","",""
"Internal Task","39053","stathat: stop writing from Java EMR","0","Medium","Dave Speer","","Undecided","04/25/17 02:48 PM","002:FLM","","Dave Speer","","","0","Dave Speer","0","0","04/26/17 02:47 PM","",""
"Bug","39039","Max Ad: Dashboard - Poor Tab Rendering","0","Medium","Tim Muir","","Undecided","04/24/17 04:24 PM","002:FLM","","Tim Muir","","","0","Tim Muir","0","0","04/24/17 11:12 PM","",""
"Internal Defect","39041","stackman: bucket copy script does not throw when it fails","0","Medium","Dave Speer","","Undecided","04/24/17 04:36 PM","002:FLM","","Dave Speer","","","0","Dave Speer","0","0","04/24/17 06:28 PM","",""
"Bug","38755","SF:215030, Twilio number remapping","0","Medium","V-MAX-PRODUCT","","Undecided","03/13/17 09:19 PM","002:FLM","","Michael Morales","215030","","0","","0","0","03/24/17 06:18 PM","",""
"Internal Task","38852","Stackman: fix exception handling in C# cmdlets","0","Medium","V-MAX-DATA-Engineers","","Undecided","03/27/17 05:17 PM","002:FLM","","Dave Speer","","","0","Dave Speer","0","0","04/18/17 04:00 PM","",""
"Bug","38327","Missing vehicles from Herb Chambers of Seekonk","0","High","App Support","","Undecided","12/27/16 10:29 PM","002:FLM","","J. Travis Huber","","","0","Bill Rogalla","0","0","04/17/17 09:19 PM","",""
"Internal Task","38853","Stackman : consolidate C# cmdlet projects across repos","0","Medium","V-MAX-DATA-Engineers","","Undecided","03/27/17 05:19 PM","002:FLM","","Dave Speer","","","0","Dave Speer","0","0","04/17/17 02:22 PM","",""
"Bug","38965","SF:219963, Market Listings Seller Name No Longer Accurate","0","Medium","V-MAX-PRODUCT","","Undecided","04/10/17 02:40 PM","002:FLM","","Michael Morales","219963","","0","Michaela Baker","0","0","04/12/17 08:35 PM","",""
"Bug","38705","SF:212266, Keenan Motors -- Stock # P6332 -  Enhanced decoding issue - CoPilot","0","Medium","V-MAX-PRODUCT","","Undecided","03/03/17 08:45 PM","002:FLM","","Michael Morales","212266","","0","Michaela Baker","0","0","04/07/17 04:16 PM","",""
"Bug","38684","SF:212661, Inaccurate Missing - Hosick Motors - Not Showing Descriptions in Market Listings - CoPilot","0","Medium","V-MAX-PRODUCT","","Undecided","03/02/17 02:41 PM","002:FLM","","Michael Morales","212661","","0","Michaela Baker","0","0","04/07/17 04:10 PM","",""
"Internal Task","32484","consolidate S3 buckets","","Medium","V-MAX-DATA-Engineers","","Undecided","02/19/15 04:32 PM","002:FLM","","Dave Speer","","","0","Dave Speer","0","0","04/06/17 03:10 PM","",""
"Internal Task","38893","Duplicate autoload messages","0","Critical","Daniel Hillis","","Undecided","03/30/17 09:46 PM","002:FLM","","Daniel Hillis","","","0","James Daniel","0","0","04/03/17 02:21 PM","",""
"Bug","38644","SF:211473, Make A Deal Issue - Baxter CDJR Bellevue","0","Medium","V-MAX-PRODUCT","","Undecided","02/23/17 02:26 PM","002:FLM","","Michael Morales","211473","","0","","0","0","03/24/17 08:37 PM","03/27/17 02:42 PM",""
"Bug","38862","SF:217627, M4W ""Send Mobile""  and ""Printer"" Links Disappears In Mobile and Tablet Sized Window","0","Medium","V-MAX-PRODUCT","","Undecided","03/28/17 06:30 PM","002:FLM","","Michael Morales","217627","","0","","0","0","03/29/17 04:39 PM","03/29/17 04:39 PM",""
"Bug","38792","SF:216482, Not Able To Separate Trims for BMW I3 in Profit MAX - CoPilot","0","Medium","V-MAX-PRODUCT","","Undecided","03/21/17 08:07 PM","002:FLM","","Michael Morales","216482","","0","Michaela Baker","0","0","03/27/17 03:33 PM","",""
"Bug","38752","SF:214917, Command Center - Server Error When Clicking Current Inventory Buckets","8","Medium","App Support","","Undecided","03/13/17 06:34 PM","002:FLM","","Michael Morales","214917","","1","Bill Rogalla","0","0","03/23/17 06:04 PM","",""
"Bug","33974","Dealer selector slides down when Max for OEM is turned on","0","Medium","V-MAX-PRODUCT","","Undecided","07/28/15 05:08 PM","002:FLM","","Inna Tulika","","","0","","10","10","02/03/17 10:14 AM","",""
"Bug","38612","SF:210503, Inaccurate Mileage Listing - CoPilot","0","Medium","V-MAX-PRODUCT","","Undecided","02/18/17 09:32 PM","002:FLM","","Michael Morales","210503","","0","","0","0","02/24/17 09:39 PM","",""
"Bug","38562","SF:209375, Market listings Inaccurate: PL028232 PENSKE HONDA","0","Medium","V-MAX-PRODUCT","","Undecided","02/10/17 09:42 PM","002:FLM","","Michael Morales","209375","","0","","0","0","03/01/17 07:09 PM","",""
"Bug","38588","SF:210316, Gates Nissan of Richmond - Missing Competitive Dealer From Market Listings","0","Medium","V-MAX-PRODUCT","","Undecided","02/16/17 02:46 PM","002:FLM","","Michael Morales","210316","","0","","0","0","02/17/17 03:16 PM","",""
"Bug","38142","SF:196909, Market Listings Issue-- Wrong Store Name in lIstings","0","Medium","V-MAX-PRODUCT","","Undecided","11/28/16 05:28 PM","002:FLM","","Dan Webster","196909","","0","","0","0","02/15/17 03:49 PM","",""
"Internal Defect","34754","MB Autoload:  No Data ever found for 2016 and most 2015","0","Medium","V-MAX-PRODUCT","","Undecided","11/16/15 03:42 PM","002:FLM","","Christopher Norton","","","0","Michaela Baker","0","0","02/13/17 04:01 PM","",""
"Bug","38517","SF:206674, Incorrect Trim on Nissan Pathfinders","0","Medium","V-MAX-PRODUCT","","Undecided","02/03/17 03:50 PM","002:FLM","","Michael Morales","206674","","0","Michaela Baker","0","0","02/09/17 05:02 PM","",""
"Task","38193","Run BOP in Parallel for each Book Type","0","Medium","Kyle Hasselbacher","","Undecided","12/06/16 08:52 PM","002:FLM","","Juliana Kennedy","197577","","0","Kyle Hasselbacher","0","0","01/30/17 08:29 PM","",""
"Bug","38492","SF:204422, M4W Button - Leads to Generic DSR Page on Mobile Browser","0","Medium","App Support","","Undecided","01/28/17 07:16 PM","002:FLM","","Michael Morales","204422","","0","Bill Rogalla","0","0","01/30/17 10:13 PM","",""
"Internal Task","38490","Fix autoload username problems","0","Medium","Daniel Hillis","","Undecided","01/27/17 11:14 PM","002:FLM","","Daniel Hillis","","","0","Daniel Hillis","0","0","01/30/17 05:25 PM","",""
"Bug","37975","SF:192142, URGENT - MAXMobile - iOS 10 Photo Issue - Crashing After Taking Images","0","Medium","V-MAX-PRODUCT","","Undecided","10/26/16 04:28 AM","002:FLM","","Dan Webster","192142","","0","","0","0","11/04/16 02:06 PM","",""
"Internal Task","37996","Copilot should update LastUpdatedBy when it is a 100","0","Medium","V-MAX-Architect","","Undecided","10/31/16 08:39 PM","002:FLM","","Christopher Norton","","","0","","0","0","12/02/16 03:50 PM","",""
"Task","38339","VDP URL Link for Market Listings in Appraisal","0","Medium","V-MAX-PRODUCT","","Undecided","12/29/16 08:25 PM","002:FLM","","Kara Korte","","","0","Michaela Baker","0","0","01/19/17 07:26 PM","","38340,"
"Internal Defect","38422","AdStatus2 does lots of work in one script, break out for error tracking","0","Medium","Dave Speer","","Undecided","01/13/17 04:03 PM","002:FLM","","Dave Speer","","","0","Dave Speer","24","24","01/16/17 09:33 PM","",""
